Date,Message
2025-12-11T13:30:00.000-00:00,"0,0.25,100,1.84,0.82,-4.62,0,1,1,46,4"
2025-12-11T14:30:00.000-00:00,"1,0.82,100,3.41,0.12,185.54,1,4,0,4,4"
2025-12-11T14:30:00.000-00:00,"1,0.35,100,3.2,0.19,-50.32,0,4,0,5,4"
2025-12-11T14:30:00.000-00:00,"1,0.08,100,0.45,0.89,-688.97,0,2,1,20,0"
2025-12-11T14:45:00.000-00:00,"1,0.4,100,1.51,0.09,-930.31,0,2,0,22,0"
2025-12-11T22:30:00.000-00:00,"1,0.77,100,4.5,0.21,1285.75,1,1,0,3,1"
2025-12-11T22:30:00.000-00:00,"1,0.44,100,2.01,0.14,931.01,1,1,0,5,0"
2025-12-12T09:00:00.000-00:00,"0,0.85,100,1.48,0.33,862.33,1,1,1,1,40"
2025-12-12T15:00:00.000-00:00,"0,0.56,100,4.17,0.01,-435.55,0,2,1,2,20"
2025-12-12T15:45:00.000-00:00,"0,0.45,100,2.95,0.04,-2271.53,0,3,1,1,0"
2025-12-12T20:30:00.000-00:00,"0,0.3,100,1.61,0.06,-3086.73,0,3,1,1,4"
2025-12-15T16:15:00.000-00:00,"0,1.03,100,1.06,0.27,-2228.95,0,3,0,4,0"
2025-12-15T17:45:00.000-00:00,"0,1.5,100,1.85,0.13,-1588.81,0,3,1,5,6"
2025-12-16T10:15:00.000-00:00,"1,0.01,100,0.76,0.15,-2890.16,0,2,1,5,2"
2025-12-16T10:30:00.000-00:00,"1,0.07,100,0.25,0.05,-2633.97,0,2,1,1,6"
2025-12-16T13:30:00.000-00:00,"1,0.17,100,1.16,0.3,-1289.96,0,4,1,2,3"
2025-12-16T13:30:00.000-00:00,"1,0.09,100,1.44,0.01,-1493.28,0,4,1,4,2"
2025-12-17T14:15:00.000-00:00,"1,0.22,100,2.18,0.15,786.05,1,2,0,13,5"
2025-12-17T14:30:00.000-00:00,"1,0.93,100,3.41,0.05,99.26,1,1,1,33,0"
2025-12-17T14:30:00.000-00:00,"1,0.11,100,0.28,0.91,-116.89,0,1,1,34,0"
2025-12-18T17:00:00.000-00:00,"1,0.3,100,0.76,0.45,1671.98,1,3,0,2,3"
2025-12-18T21:00:00.000-00:00,"0,0.55,100,2.87,0.97,1147.9,1,3,1,4,3"
2025-12-18T23:00:00.000-00:00,"1,0.03,100,0.13,0.09,196.9,1,1,1,3,0"
2025-12-18T23:45:00.000-00:00,"0,0.54,100,0.89,0.16,306.78,1,1,0,4,6"
2025-12-19T09:30:00.000-00:00,"1,1.47,100,5.66,0.08,1009.67,1,2,1,2,7"
2025-12-19T18:30:00.000-00:00,"1,0.06,100,0.83,0.21,2635.98,1,3,1,4,0"
2025-12-23T15:45:00.000-00:00,"1,0.92,100,5.18,0.08,434.43,1,3,1,1,3"
2025-12-24T09:45:00.000-00:00,"1,0.03,100,0.58,2.15,942.65,1,2,1,1,0"
2025-12-24T13:00:00.000-00:00,"1,0.45,100,0.85,2.04,899.79,1,4,1,2,0"
2025-12-26T06:30:00.000-00:00,"0,0.32,100,1.32,0.07,1205.86,1,1,1,6,5"
2025-12-26T12:00:00.000-00:00,"1,0.2,100,1.2,1.15,916.5,1,2,0,4,3"
2025-12-26T15:00:00.000-00:00,"1,0.03,100,2.66,0.28,759.92,1,2,1,23,0"
2025-12-29T04:30:00.000-00:00,"0,0.51,100,1.34,0.44,281.77,1,1,0,9,2"
2025-12-29T23:00:00.000-00:00,"1,0.23,100,2.33,0.27,-405.32,0,3,0,2,10"
2025-12-29T23:45:00.000-00:00,"1,0.6,100,1.8,0.25,-598.54,0,3,0,14,2"
2025-12-30T00:45:00.000-00:00,"0,0.07,100,2.86,0.06,-523.95,0,1,1,5,0"
2025-12-30T05:45:00.000-00:00,"0,0.3,100,1.53,0.23,-270.05,0,1,0,1,0"
2025-12-30T05:45:00.000-00:00,"1,0.47,100,3.7,0.05,-406.58,0,1,1,7,1"
2025-12-30T07:00:00.000-00:00,"1,0.31,100,1.99,0.15,-484.76,0,1,0,11,3"
2025-12-30T08:00:00.000-00:00,"0,0.75,100,1.51,0.68,-592.85,0,2,0,1,1"
2025-12-30T11:45:00.000-00:00,"0,0.11,100,3.38,0.84,-388.71,0,2,0,2,0"
2025-12-30T12:00:00.000-00:00,"1,0.67,100,3.08,0.16,-493.68,0,2,1,11,4"
2025-12-30T16:30:00.000-00:00,"1,0,100,0.26,1.23,44.38,1,3,0,1,0"
2025-12-30T20:45:00.000-00:00,"0,0.28,100,2.92,0.47,-282.05,0,3,1,1,2"
2025-12-30T20:45:00.000-00:00,"0,0.17,100,0.86,0.13,-234.27,0,3,1,2,13"
2025-12-31T02:45:00.000-00:00,"0,0.69,100,2.64,0.46,-1025.73,0,1,1,5,2"
2025-12-31T09:00:00.000-00:00,"0,0.34,100,1.1,1.27,-1223.99,0,2,1,1,0"
2025-12-31T14:30:00.000-00:00,"1,1.2,100,2.79,0.34,55.27,1,3,0,1,1"
2025-12-31T14:30:00.000-00:00,"1,1.18,100,3.27,0.08,-202.33,0,4,0,3,0"
2026-01-02T02:15:00.000-00:00,"0,0.89,100,2.62,0.42,-953.92,0,3,0,21,1"
2026-01-05T06:45:00.000-00:00,"1,0.19,100,0.57,0.34,-1816.11,0,3,1,1,40"
2026-01-05T14:30:00.000-00:00,"1,0.57,100,2.14,0.33,568.81,1,3,1,1,0"
2026-01-06T02:15:00.000-00:00,"0,0.01,100,1.25,0.07,324.63,1,3,0,2,25"
2026-01-06T04:15:00.000-00:00,"1,0.22,100,1.76,0.14,544.65,1,1,1,3,2"
2026-01-06T07:15:00.000-00:00,"1,0.21,100,0.9,1.3,846.64,1,1,0,2,1"
2026-01-06T08:15:00.000-00:00,"1,0.54,100,2.01,0.31,228.52,1,1,0,27,0"
2026-01-06T11:00:00.000-00:00,"0,1.3,100,2.2,0.17,-38.02,0,2,0,1,9"
2026-01-06T20:30:00.000-00:00,"1,1.64,100,7.56,0.09,1133.74,1,3,1,3,19"
2026-01-06T23:00:00.000-00:00,"1,0.05,100,1.5,0.1,1961.29,1,1,1,3,0"
2026-01-07T04:00:00.000-00:00,"1,0.22,100,1.4,0.04,1769.58,1,3,1,36,0"
2026-01-07T06:30:00.000-00:00,"0,0.4,100,1.88,0.49,1214.91,1,1,1,7,2"
2026-01-07T11:45:00.000-00:00,"0,0.35,100,1.71,1.01,578.35,1,2,0,1,9"
2026-01-07T18:15:00.000-00:00,"1,0.57,100,0.85,0.07,2322.1,1,3,0,4,1"
2026-01-07T19:00:00.000-00:00,"0,0.06,100,0.85,0.98,2266.65,1,3,1,1,2"
2026-01-08T00:15:00.000-00:00,"0,0.15,100,1.55,0.6,1005.4,1,3,1,9,5"
2026-01-08T07:15:00.000-00:00,"0,2.11,100,4.32,0.16,-452.51,0,1,0,3,1"
2026-01-08T07:15:00.000-00:00,"0,0.11,100,0.67,0.06,-209.21,0,1,0,5,0"
2026-01-08T07:15:00.000-00:00,"0,0.02,100,1.47,0.8,329.47,1,1,1,17,0"
2026-01-08T14:30:00.000-00:00,"1,0.91,100,2.07,1.04,-308.95,0,2,1,28,0"
2026-01-09T09:30:00.000-00:00,"0,0.31,100,1.7,0.13,-312.91,0,1,0,40,0"
2026-01-09T14:15:00.000-00:00,"1,0.65,100,2.05,0.83,-130.91,0,2,1,18,0"
